user_id,event_id,age,gender,location,event_type,registration_date,event_date,previous_events,income,event_rating,distance_km,organizer_score,social_buzz,attended
817,108,24,Other,Pune,Music,2023-09-30,2023-11-28,5,21468,2.57,48,3.88,91,0
818,145,37,Male,Pune,Tech,2023-09-30,2023-10-27,7,60721,2.51,33,1.85,96,0
819,182,30,Other,Delhi,Art,2023-09-30,2023-11-14,1,32729,3.5,31,2.54,47,0
820,170,24,Female,Mumbai,Business,2023-10-01,2023-10-23,2,48973,4.71,30,4.87,33,1
821,118,40,Other,Pune,Education,2023-10-01,2023-10-24,4,95515,4.55,41,1.08,16,0
822,114,21,Male,Delhi,Education,2023-10-01,2023-11-10,0,98780,4.78,35,3.86,4,1
823,145,24,Other,Pune,Art,2023-10-02,2023-10-26,4,32294,3.83,5,4.92,99,1
824,185,31,Female,Delhi,Sports,2023-10-02,2023-10-03,8,31278,3.62,40,1.42,43,1
825,195,19,Male,Delhi,Art,2023-10-02,2023-10-13,5,75704,3.46,37,2.09,67,1
826,148,28,Male,Pune,Business,2023-10-03,2023-11-24,4,52874,2.62,46,3.19,24,0
827,153,43,Male,Chennai,Music,2023-10-03,2023-10-25,5,54626,4.77,47,4.38,32,1
828,156,44,Female,Mumbai,Art,2023-10-03,2023-10-10,10,89869,3.74,48,3.03,82,1
829,149,42,Male,Mumbai,Tech,2023-10-04,2023-11-29,5,93647,3.64,3,1.24,66,0
830,165,27,Female,Pune,Education,2023-10-04,2023-12-02,5,92038,3.79,32,1.51,22,0
831,127,19,Male,Bangalore,Business,2023-10-04,2023-11-03,10,82638,4.49,47,2.5,0,0
832,154,40,Female,Bangalore,Sports,2023-10-05,2023-11-12,1,98430,3.06,49,2.29,82,0
833,161,28,Male,Kolkata,Tech,2023-10-05,2023-11-19,1,77588,4.27,28,1.88,8,0
834,156,38,Male,Pune,Art,2023-10-05,2023-10-09,4,90787,4.28,46,4.36,3,1
835,198,21,Female,Mumbai,Education,2023-10-06,2023-10-24,3,63230,4.62,45,1.11,30,0
836,175,36,Other,Chennai,Tech,2023-10-06,2023-11-09,2,24076,2.52,1,4.32,93,1
837,174,34,Other,Chennai,Sports,2023-10-06,2023-11-08,1,85316,2.93,45,4.69,65,0
838,181,43,Female,Bangalore,Art,2023-10-07,2023-10-27,9,94381,3.68,32,3.52,4,1
839,153,20,Female,Pune,Business,2023-10-07,2023-10-08,6,44985,4.63,29,3.5,92,1
840,130,29,Other,Mumbai,Business,2023-10-07,2023-12-03,7,54253,4.91,9,1.6,94,1
841,154,45,Female,Bangalore,Business,2023-10-08,2023-11-14,1,65769,3.99,46,3.27,70,0
842,193,28,Other,Delhi,Music,2023-10-08,2023-11-22,3,72129,3.03,15,2.5,7,0
843,188,36,Male,Mumbai,Art,2023-10-08,2023-11-03,6,73980,2.96,21,1.92,1,0
844,135,22,Male,Pune,Sports,2023-10-09,2023-11-08,5,51542,4.1,15,3.33,88,1
845,148,38,Female,Pune,Business,2023-10-09,2023-11-05,7,88353,3.03,49,1.0,83,0
846,127,25,Male,Pune,Music,2023-10-09,2023-11-04,7,85093,3.88,25,2.11,83,1
847,101,34,Female,Pune,Tech,2023-10-10,2023-11-19,4,95381,4.59,6,3.62,49,1
848,131,42,Male,Pune,Music,2023-10-10,2023-12-08,8,66073,3.47,1,2.82,60,1
849,110,36,Male,Chennai,Tech,2023-10-10,2023-11-25,2,26196,3.45,50,1.58,17,0
850,136,31,Female,Delhi,Sports,2023-10-11,2023-11-20,0,87643,2.59,12,1.01,3,0
851,105,23,Male,Mumbai,Tech,2023-10-11,2023-10-12,10,26359,3.14,39,2.08,22,0
852,132,27,Male,Chennai,Education,2023-10-11,2023-11-11,0,35501,4.25,2,3.2,62,1
853,172,41,Other,Mumbai,Education,2023-10-12,2023-12-08,3,42813,3.4,45,3.14,40,0
854,185,24,Female,Bangalore,Music,2023-10-12,2023-11-05,1,34798,2.9,33,1.52,62,0
855,189,36,Other,Bangalore,Music,2023-10-12,2023-11-14,2,77899,2.76,12,3.45,44,0
856,156,31,Other,Mumbai,Tech,2023-10-13,2023-11-02,4,55230,2.74,45,5.0,56,0
857,155,26,Other,Bangalore,Music,2023-10-13,2023-10-25,1,37546,4.15,15,3.34,96,1
858,197,38,Other,Pune,Education,2023-10-13,2023-11-24,5,20380,4.03,50,3.11,63,0
859,156,28,Male,Chennai,Sports,2023-10-14,2023-11-02,10,37311,3.8,30,3.49,96,1
860,108,26,Other,Chennai,Music,2023-10-14,2023-11-18,1,75428,3.75,23,4.52,97,1
861,194,32,Other,Mumbai,Art,2023-10-14,2023-11-19,10,83543,2.88,3,4.78,62,1
862,162,39,Male,Mumbai,Art,2023-10-15,2023-12-05,4,43684,3.75,14,1.16,100,1
863,167,42,Female,Pune,Sports,2023-10-15,2023-12-10,6,25859,2.65,3,1.82,25,1
864,109,35,Male,Chennai,Art,2023-10-15,2023-11-17,4,64583,4.81,43,1.46,52,0
865,147,36,Other,Mumbai,Art,2023-10-16,2023-10-19,3,82631,2.65,6,4.09,7,0
866,146,40,Other,Chennai,Tech,2023-10-16,2023-11-20,1,25600,3.56,6,1.18,9,0
867,182,25,Male,Chennai,Art,2023-10-16,2023-12-08,6,83643,2.5,7,4.61,13,1
868,138,25,Female,Mumbai,Tech,2023-10-17,2023-11-15,10,33651,4.47,49,1.08,13,0
869,134,31,Other,Kolkata,Sports,2023-10-17,2023-11-20,5,40632,2.92,49,3.41,41,0
870,168,35,Female,Pune,Tech,2023-10-17,2023-12-01,6,69828,4.81,36,2.1,72,1
871,101,36,Female,Kolkata,Education,2023-10-18,2023-11-13,7,24109,2.61,4,2.88,99,0
872,175,22,Male,Bangalore,Education,2023-10-18,2023-11-12,4,44453,4.55,26,2.77,99,1
873,100,39,Other,Pune,Business,2023-10-18,2023-11-16,1,31110,4.14,48,4.0,18,0
874,124,28,Female,Pune,Music,2023-10-19,2023-12-09,5,37177,3.12,5,2.99,44,1
875,150,42,Male,Chennai,Art,2023-10-19,2023-11-17,9,81872,3.01,40,2.68,43,1
876,119,38,Female,Delhi,Art,2023-10-19,2023-11-08,3,38307,3.39,1,3.92,9,1
877,103,45,Male,Delhi,Tech,2023-10-20,2023-11-25,9,23479,4.57,41,4.7,4,1
878,142,35,Female,Chennai,Sports,2023-10-20,2023-11-30,9,37185,4.65,28,4.18,35,1
879,171,32,Male,Delhi,Sports,2023-10-20,2023-12-13,2,26940,2.94,45,3.95,86,0
880,124,23,Male,Delhi,Education,2023-10-21,2023-12-13,6,69828,3.38,21,2.95,38,1
881,127,29,Female,Pune,Business,2023-10-21,2023-12-07,8,97827,3.09,40,4.6,38,1
882,168,42,Female,Mumbai,Sports,2023-10-21,2023-12-06,5,33415,2.81,43,2.95,100,0
883,195,28,Other,Kolkata,Art,2023-10-22,2023-11-18,7,78308,4.12,17,4.72,38,1
884,152,19,Female,Pune,Music,2023-10-22,2023-11-12,10,49016,3.36,33,4.21,69,1
885,156,24,Female,Chennai,Education,2023-10-22,2023-11-25,6,25746,3.06,24,1.6,99,0
886,183,34,Female,Chennai,Music,2023-10-23,2023-12-04,9,75030,4.66,22,1.19,11,0
887,106,35,Other,Pune,Education,2023-10-23,2023-11-23,8,36792,4.37,40,3.96,51,1
888,199,45,Male,Bangalore,Sports,2023-10-23,2023-11-05,8,61093,4.43,12,3.74,34,1
889,148,44,Female,Pune,Education,2023-10-24,2023-10-25,9,60568,2.6,6,3.41,11,1
890,138,32,Other,Bangalore,Tech,2023-10-24,2023-10-28,2,67782,4.79,25,4.9,4,1
891,162,33,Female,Pune,Art,2023-10-24,2023-11-19,0,30795,3.94,42,3.18,65,0
892,192,40,Male,Chennai,Business,2023-10-25,2023-12-11,1,40072,3.76,9,2.39,65,1
893,194,19,Female,Delhi,Music,2023-10-25,2023-12-11,2,78987,2.53,18,3.26,56,0
894,178,34,Other,Mumbai,Sports,2023-10-25,2023-12-12,7,94617,4.74,34,1.11,67,1
895,148,31,Other,Chennai,Art,2023-10-26,2023-12-07,5,20937,3.86,24,3.32,72,1
896,115,39,Other,Delhi,Business,2023-10-26,2023-10-28,5,53110,4.56,31,4.61,5,1
897,119,40,Female,Delhi,Art,2023-10-26,2023-12-18,0,90511,4.14,27,1.02,3,0
898,184,36,Female,Pune,Education,2023-10-27,2023-12-22,7,42957,4.49,41,4.38,33,1
899,112,36,Other,Pune,Sports,2023-10-27,2023-12-17,4,55809,4.23,44,4.21,57,1
900,148,37,Other,Delhi,Business,2023-10-27,2023-11-23,8,92346,4.8,23,1.42,91,1
901,141,34,Female,Pune,Art,2023-10-28,2023-11-10,1,97517,3.06,22,4.39,98,1
902,171,24,Other,Pune,Business,2023-10-28,2023-12-21,3,72423,3.01,14,4.05,83,1
903,134,25,Other,Bangalore,Art,2023-10-28,2023-11-08,0,75530,4.28,23,2.96,29,1
904,170,38,Male,Mumbai,Education,2023-10-29,2023-12-15,3,69115,3.75,42,1.98,57,0
905,151,35,Male,Kolkata,Business,2023-10-29,2023-12-25,10,42690,4.0,26,2.15,11,0
906,189,24,Female,Chennai,Tech,2023-10-29,2023-12-22,5,90938,4.27,35,3.45,48,1
907,118,42,Female,Kolkata,Tech,2023-10-30,2023-11-30,4,22725,3.87,21,1.99,9,0
908,176,45,Female,Bangalore,Business,2023-10-30,2023-12-19,3,24683,4.47,36,2.3,100,1
909,172,35,Female,Kolkata,Sports,2023-10-30,2023-12-19,2,68143,3.3,36,4.72,45,0
910,183,24,Other,Pune,Business,2023-10-31,2023-12-28,7,87014,4.65,27,3.92,72,1
911,149,44,Male,Chennai,Sports,2023-10-31,2023-11-22,10,85139,2.77,47,3.94,10,0
912,132,24,Other,Bangalore,Business,2023-10-31,2023-12-08,8,74229,4.09,44,4.82,96,1
913,152,30,Female,Kolkata,Sports,2023-11-01,2023-12-20,8,50103,4.73,8,1.02,52,1
914,198,42,Other,Mumbai,Art,2023-11-01,2023-11-15,5,48799,3.13,12,1.98,7,0
915,119,32,Female,Delhi,Tech,2023-11-01,2023-11-15,1,54052,3.32,48,3.63,37,0
916,166,24,Other,Kolkata,Education,2023-11-02,2023-11-25,7,40508,3.26,21,2.75,21,0
917,122,20,Female,Delhi,Education,2023-11-02,2023-11-24,8,53531,3.91,16,1.45,6,0
918,178,28,Female,Chennai,Business,2023-11-02,2023-12-17,5,28384,3.53,40,4.12,3,0
919,142,36,Female,Bangalore,Education,2023-11-03,2023-12-29,1,45589,2.77,31,1.19,71,0
920,186,38,Other,Delhi,Art,2023-11-03,2023-11-13,7,95285,4.73,7,3.18,87,1
921,116,24,Female,Mumbai,Business,2023-11-03,2023-11-23,10,76554,3.01,5,3.25,66,1
922,112,22,Male,Delhi,Art,2023-11-04,2023-12-29,2,31352,3.84,41,3.54,70,0
923,196,37,Male,Kolkata,Music,2023-11-04,2023-12-10,1,42902,3.99,39,2.26,3,0
924,133,22,Other,Pune,Music,2023-11-04,2023-11-17,8,40755,2.6,18,1.09,17,0
925,108,19,Male,Bangalore,Art,2023-11-05,2023-12-11,3,42533,2.74,44,4.56,3,0
926,184,31,Female,Mumbai,Art,2023-11-05,2023-12-27,7,75288,4.93,7,4.72,98,1
927,141,33,Male,Delhi,Art,2023-11-05,2023-11-28,7,91600,4.16,44,2.93,74,1
928,193,24,Female,Bangalore,Education,2023-11-06,2023-12-05,2,76812,2.58,4,1.08,96,0
929,144,23,Other,Kolkata,Art,2023-11-06,2023-12-13,0,59074,4.49,32,3.32,91,1
930,176,24,Other,Delhi,Tech,2023-11-06,2023-12-26,6,32861,3.77,43,2.26,22,0
931,158,27,Female,Delhi,Tech,2023-11-07,2023-12-11,4,31431,2.69,31,1.73,51,0
932,148,18,Other,Chennai,Education,2023-11-07,2024-01-03,9,85130,4.2,39,1.68,65,0
933,149,18,Female,Bangalore,Tech,2023-11-07,2023-12-22,3,74210,3.75,18,1.72,74,1
934,125,28,Male,Delhi,Tech,2023-11-08,2023-12-03,2,60822,3.01,15,2.32,67,0
935,174,18,Male,Kolkata,Sports,2023-11-08,2023-12-07,9,66175,4.69,14,2.12,45,1
936,153,26,Female,Mumbai,Business,2023-11-08,2023-12-20,8,87876,3.23,6,4.35,0,1
937,100,34,Male,Pune,Art,2023-11-09,2023-11-14,6,85105,3.21,14,2.98,94,1
938,140,18,Female,Pune,Music,2023-11-09,2023-11-23,10,26982,3.18,13,2.71,69,1
939,141,35,Other,Kolkata,Tech,2023-11-09,2023-11-24,8,51608,4.42,38,1.58,84,1
940,189,35,Other,Delhi,Art,2023-11-10,2023-12-28,9,23426,4.27,11,4.5,22,1
941,143,34,Other,Chennai,Art,2023-11-10,2023-12-29,8,50783,4.76,9,1.22,10,0
942,157,35,Male,Kolkata,Sports,2023-11-10,2023-12-29,4,70959,3.07,37,1.96,91,0
943,108,40,Male,Mumbai,Business,2023-11-11,2023-11-18,0,36672,4.47,27,3.49,81,1
944,139,19,Male,Kolkata,Business,2023-11-11,2023-11-29,6,32001,3.93,11,3.81,84,1
945,128,22,Other,Pune,Education,2023-11-11,2023-11-30,8,59274,3.27,36,4.2,44,1
946,150,26,Male,Pune,Tech,2023-11-12,2023-11-14,10,61995,2.59,11,2.64,91,1
947,190,37,Male,Mumbai,Education,2023-11-12,2023-11-28,7,77128,4.55,40,2.39,22,0
948,194,42,Male,Pune,Music,2023-11-12,2023-12-08,6,21128,3.1,2,2.15,76,1
949,128,43,Male,Mumbai,Business,2023-11-13,2024-01-05,6,39838,4.08,30,3.27,49,0
950,161,34,Male,Bangalore,Sports,2023-11-13,2023-11-24,1,82394,3.87,30,2.39,16,0
951,196,29,Other,Pune,Music,2023-11-13,2024-01-03,0,74558,2.51,19,2.31,72,0
952,123,29,Male,Bangalore,Sports,2023-11-14,2024-01-02,0,91962,4.99,35,1.07,36,0
953,144,19,Other,Delhi,Tech,2023-11-14,2023-11-24,9,85181,4.54,19,4.79,16,1
954,150,31,Other,Kolkata,Music,2023-11-14,2023-11-30,8,87110,3.72,33,1.24,71,1
955,100,32,Male,Chennai,Art,2023-11-15,2023-12-13,2,60851,4.2,12,2.08,77,1
956,147,23,Other,Delhi,Business,2023-11-15,2024-01-10,4,96668,3.69,29,4.69,32,1
957,112,39,Female,Kolkata,Art,2023-11-15,2024-01-01,5,53275,4.36,38,3.94,97,1
958,131,40,Other,Delhi,Tech,2023-11-16,2024-01-13,2,92247,2.84,49,3.31,71,0
959,111,26,Female,Mumbai,Education,2023-11-16,2023-12-05,4,51347,3.62,19,3.64,2,0
960,174,43,Male,Kolkata,Sports,2023-11-16,2024-01-09,3,55521,3.34,24,1.39,33,0
961,184,20,Female,Pune,Business,2023-11-17,2024-01-13,7,74852,3.65,24,4.23,98,1
962,127,43,Male,Kolkata,Business,2023-11-17,2023-12-23,8,51867,3.63,44,2.0,17,0
963,104,39,Male,Mumbai,Art,2023-11-17,2023-11-27,1,31768,2.86,49,4.82,96,0
964,149,24,Other,Bangalore,Music,2023-11-18,2023-12-04,5,91694,4.94,33,1.93,52,1
965,111,36,Female,Mumbai,Sports,2023-11-18,2023-11-26,10,56234,2.54,42,3.5,68,0
966,144,26,Other,Delhi,Business,2023-11-18,2024-01-05,9,94155,2.53,5,3.18,69,1
967,154,40,Other,Delhi,Tech,2023-11-19,2023-12-08,8,51929,3.43,38,1.57,51,0
968,147,22,Male,Bangalore,Sports,2023-11-19,2023-12-31,8,97826,4.05,41,2.45,52,1
969,152,24,Male,Mumbai,Art,2023-11-19,2023-12-05,0,68232,2.95,36,4.13,57,0
970,157,26,Other,Pune,Art,2023-11-20,2024-01-17,10,81465,3.83,30,1.85,64,1
971,116,23,Female,Bangalore,Music,2023-11-20,2024-01-05,8,80442,4.31,45,4.85,74,1
972,169,27,Other,Kolkata,Business,2023-11-20,2023-12-13,9,36159,2.74,33,2.18,44,0
973,167,34,Female,Kolkata,Education,2023-11-21,2023-12-20,9,85238,4.96,43,3.51,44,1
974,114,35,Other,Kolkata,Sports,2023-11-21,2023-11-25,2,95596,3.34,10,3.48,78,1
975,143,33,Female,Pune,Education,2023-11-21,2023-11-30,0,72890,4.11,34,2.88,76,1
976,129,23,Other,Bangalore,Tech,2023-11-22,2024-01-20,7,95771,2.78,22,3.62,65,0
977,140,23,Other,Pune,Art,2023-11-22,2024-01-10,5,87686,4.27,44,3.97,46,1
978,178,43,Female,Delhi,Business,2023-11-22,2024-01-11,0,73290,4.6,45,3.48,58,1
979,160,25,Male,Kolkata,Art,2023-11-23,2023-12-31,2,58176,2.76,43,3.24,57,0
980,191,20,Male,Delhi,Education,2023-11-23,2023-12-07,10,88582,2.81,11,3.43,43,1
981,157,30,Female,Delhi,Music,2023-11-23,2023-11-30,3,34839,3.2,25,2.61,18,1
982,104,18,Male,Chennai,Education,2023-11-24,2024-01-06,2,64894,2.53,1,1.28,54,0
983,171,27,Other,Delhi,Tech,2023-11-24,2023-12-14,7,85258,4.97,49,1.64,44,0
984,107,41,Female,Delhi,Tech,2023-11-24,2023-11-25,7,95530,4.0,13,3.43,5,1
985,134,25,Other,Delhi,Business,2023-11-25,2023-11-27,3,41369,4.02,32,4.71,96,1
986,194,37,Other,Delhi,Music,2023-11-25,2023-12-28,9,27514,4.9,25,1.1,67,1
987,199,31,Male,Delhi,Sports,2023-11-25,2024-01-14,6,46668,4.58,46,3.18,11,1
988,114,27,Male,Bangalore,Education,2023-11-26,2023-12-18,1,89117,4.54,42,2.01,20,0
989,199,36,Male,Bangalore,Music,2023-11-26,2024-01-24,3,61906,3.35,39,3.25,57,0
990,198,34,Female,Chennai,Music,2023-11-26,2023-12-19,9,24440,3.34,33,4.0,86,1
991,188,26,Male,Kolkata,Tech,2023-11-27,2024-01-10,0,29549,3.23,6,3.94,49,0
992,183,24,Other,Delhi,Tech,2023-11-27,2023-12-12,0,47128,3.37,46,3.9,82,0
993,107,43,Female,Bangalore,Education,2023-11-27,2024-01-02,7,47418,3.42,4,4.12,12,1
994,112,22,Other,Kolkata,Sports,2023-11-28,2023-12-15,4,30826,2.85,23,1.29,53,0
995,161,44,Other,Delhi,Art,2023-11-28,2024-01-13,2,59531,3.39,19,3.04,83,0
996,110,31,Other,Delhi,Music,2023-11-28,2023-12-25,5,58330,3.62,20,2.05,85,1
997,125,45,Male,Delhi,Education,2023-11-29,2023-12-02,2,35944,3.27,49,4.69,24,0
998,198,27,Male,Kolkata,Business,2023-11-29,2023-12-14,4,38579,2.91,12,4.13,67,1
999,191,33,Male,Mumbai,Tech,2023-11-29,2023-12-20,2,73153,3.43,29,1.43,4,0
1000,125,35,Other,Delhi,Art,2023-11-30,2023-12-28,6,96165,3.7,11,1.97,14,1
1001,154,27,Other,Chennai,Sports,2023-11-30,2023-12-16,7,99719,4.3,46,2.82,90,1
1002,154,24,Male,Chennai,Business,2023-11-30,2024-01-04,10,64745,4.28,37,4.85,74,1
1003,126,32,Other,Delhi,Education,2023-12-01,2024-01-27,0,23079,3.01,21,1.44,20,0
1004,123,36,Male,Mumbai,Music,2023-12-01,2024-01-12,3,91818,2.59,5,3.27,100,1
1005,144,25,Male,Pune,Tech,2023-12-01,2023-12-20,2,96041,3.26,8,2.37,100,1
1006,160,39,Female,Mumbai,Business,2023-12-02,2024-01-11,6,42244,2.89,13,3.59,4,0
1007,181,35,Male,Mumbai,Sports,2023-12-02,2024-01-29,5,52028,3.49,21,3.59,2,0
1008,184,22,Male,Delhi,Art,2023-12-02,2023-12-17,9,22078,4.95,45,1.96,24,1
1009,102,44,Other,Chennai,Sports,2023-12-03,2023-12-17,10,84096,2.95,6,4.14,80,1
1010,166,19,Other,Delhi,Education,2023-12-03,2023-12-06,8,82052,3.3,29,1.37,60,1
1011,162,36,Female,Bangalore,Music,2023-12-03,2024-01-22,2,21650,4.31,18,4.27,51,1
1012,104,30,Male,Chennai,Business,2023-12-04,2024-01-23,0,76190,3.77,3,1.85,41,1
1013,184,36,Other,Bangalore,Tech,2023-12-04,2023-12-29,9,52950,2.61,31,3.36,48,0
1014,160,39,Male,Bangalore,Music,2023-12-04,2024-01-25,10,63639,2.9,36,2.39,64,0
1015,172,37,Male,Delhi,Sports,2023-12-05,2024-01-13,2,37466,4.84,48,3.44,6,0
1016,166,36,Other,Mumbai,Education,2023-12-05,2024-02-01,0,85227,2.76,26,2.07,59,0
1017,133,41,Male,Kolkata,Sports,2023-12-05,2024-01-29,7,52352,4.09,17,3.28,22,1
1018,120,37,Other,Kolkata,Education,2023-12-06,2024-02-01,6,87206,4.48,43,1.03,79,0
1019,138,40,Male,Pune,Sports,2023-12-06,2023-12-30,9,31861,3.16,13,2.5,19,1
1020,176,29,Female,Pune,Tech,2023-12-06,2024-01-13,6,67032,4.31,35,4.31,7,1
1021,164,23,Male,Pune,Education,2023-12-07,2023-12-17,8,44812,2.92,48,2.85,43,0
1022,163,24,Other,Pune,Education,2023-12-07,2024-01-29,8,97274,3.21,1,3.0,44,1
1023,113,35,Male,Mumbai,Art,2023-12-07,2023-12-26,0,64550,3.28,47,3.49,52,0
1024,100,32,Other,Mumbai,Sports,2023-12-08,2024-01-04,1,77576,4.99,11,2.74,86,1
1025,167,20,Female,Chennai,Music,2023-12-08,2024-01-13,8,26895,3.04,25,4.47,70,1
1026,196,23,Other,Pune,Education,2023-12-08,2024-01-24,1,74150,2.82,13,2.61,36,0
1027,136,45,Female,Pune,Sports,2023-12-09,2024-01-22,2,28086,4.81,8,4.77,73,1
1028,145,38,Other,Bangalore,Music,2023-12-09,2024-02-04,8,48913,2.9,36,4.51,50,0
1029,196,39,Male,Delhi,Tech,2023-12-09,2024-01-21,2,37798,4.7,25,2.68,22,0
1030,123,23,Other,Kolkata,Music,2023-12-10,2024-01-26,1,20180,4.13,26,2.46,2,0
1031,152,19,Other,Kolkata,Art,2023-12-10,2024-01-13,0,66903,3.94,25,3.71,0,1
1032,108,26,Other,Bangalore,Art,2023-12-10,2024-01-04,5,39275,4.38,38,4.02,22,0
1033,126,41,Other,Chennai,Sports,2023-12-11,2024-02-03,7,61006,4.31,49,1.74,82,0
1034,137,32,Male,Bangalore,Sports,2023-12-11,2024-01-03,8,81113,2.78,26,1.96,46,0
1035,169,39,Other,Pune,Music,2023-12-11,2024-01-17,9,34252,5.0,8,1.59,45,1
1036,131,31,Female,Chennai,Education,2023-12-12,2023-12-30,7,76789,4.85,17,4.04,40,1
1037,146,31,Female,Mumbai,Tech,2023-12-12,2024-01-10,8,43762,4.74,25,3.86,25,1
1038,130,34,Male,Pune,Art,2023-12-12,2024-01-03,2,46481,4.06,6,1.76,72,1
1039,114,44,Other,Kolkata,Sports,2023-12-13,2023-12-29,3,66159,3.81,12,3.15,1,1
1040,180,30,Other,Chennai,Music,2023-12-13,2024-01-31,3,70046,3.84,11,4.06,61,1
1041,167,34,Male,Chennai,Sports,2023-12-13,2024-01-28,0,72431,2.54,49,4.79,94,0
1042,165,43,Male,Mumbai,Art,2023-12-14,2024-01-25,10,35622,3.75,21,1.71,88,1
1043,158,28,Male,Kolkata,Tech,2023-12-14,2023-12-19,2,66369,4.06,44,2.22,37,0
1044,113,41,Other,Kolkata,Education,2023-12-14,2023-12-29,4,41090,4.15,28,2.39,86,1
1045,152,32,Other,Chennai,Music,2023-12-15,2023-12-28,3,42153,3.33,26,3.5,24,0
1046,171,42,Female,Pune,Education,2023-12-15,2024-01-26,0,95792,3.68,47,1.55,24,0
1047,149,31,Male,Bangalore,Music,2023-12-15,2024-02-06,9,28073,4.09,35,1.77,34,0
1048,173,35,Male,Delhi,Sports,2023-12-16,2024-01-08,2,53054,3.57,12,4.12,1,1
1049,133,27,Other,Chennai,Music,2023-12-16,2024-01-05,1,55143,4.91,15,3.17,26,1
1050,151,35,Male,Pune,Music,2023-12-16,2024-01-18,3,39599,4.26,34,1.64,86,0
1051,138,27,Other,Delhi,Sports,2023-12-17,2024-02-14,1,82829,2.5,1,2.55,77,1
1052,200,35,Male,Kolkata,Music,2023-12-17,2024-01-08,10,58968,2.56,8,1.54,33,0
1053,118,40,Other,Delhi,Tech,2023-12-17,2024-01-03,2,77552,4.23,4,2.45,31,1
1054,128,30,Female,Mumbai,Tech,2023-12-18,2024-01-18,3,50961,3.53,36,2.6,35,0
1055,168,30,Other,Pune,Education,2023-12-18,2024-02-11,2,91741,4.6,23,1.45,12,0
1056,105,27,Female,Mumbai,Music,2023-12-18,2024-01-31,0,78362,2.93,1,1.24,15,0
1057,151,38,Male,Kolkata,Business,2023-12-19,2024-01-19,0,46655,2.53,38,4.53,100,0
1058,102,34,Other,Chennai,Art,2023-12-19,2024-02-01,5,96969,3.47,33,4.55,69,1
1059,153,32,Other,Kolkata,Sports,2023-12-19,2023-12-20,2,89204,4.34,36,1.01,68,1
1060,132,18,Male,Bangalore,Art,2023-12-20,2024-02-03,0,67338,4.93,9,3.56,28,1
1061,119,21,Male,Chennai,Education,2023-12-20,2023-12-26,3,21315,4.71,44,1.37,86,1
1062,150,18,Female,Chennai,Education,2023-12-20,2024-01-13,3,67291,3.71,10,4.24,17,1
1063,133,41,Other,Pune,Art,2023-12-21,2024-01-11,4,75267,4.53,29,4.52,97,1
1064,107,41,Female,Chennai,Art,2023-12-21,2024-01-31,10,49186,2.68,28,3.47,50,0
1065,153,19,Female,Chennai,Tech,2023-12-21,2024-01-05,3,31511,3.93,11,3.45,33,1
1066,157,19,Male,Kolkata,Music,2023-12-22,2024-01-06,7,65170,4.81,19,2.49,75,1
1067,166,39,Female,Mumbai,Business,2023-12-22,2024-02-13,8,84121,3.49,3,2.0,42,1
1068,190,32,Female,Delhi,Music,2023-12-22,2024-01-20,0,45546,4.9,24,3.0,27,1
1069,170,26,Male,Kolkata,Tech,2023-12-23,2024-02-05,5,56504,3.05,34,1.53,69,0
1070,180,35,Other,Pune,Education,2023-12-23,2024-01-27,4,20087,2.76,16,3.69,72,0
1071,165,24,Female,Chennai,Education,2023-12-23,2024-01-29,5,76308,3.81,27,2.88,60,0
1072,167,23,Other,Bangalore,Tech,2023-12-24,2024-02-03,1,89287,4.77,48,1.71,46,0
1073,180,28,Male,Chennai,Business,2023-12-24,2024-02-02,5,82108,3.28,12,3.35,33,1
1074,166,43,Female,Delhi,Business,2023-12-24,2024-02-16,1,54355,4.5,15,4.18,40,1
1075,150,39,Other,Kolkata,Sports,2023-12-25,2024-02-10,10,23608,2.92,6,3.36,88,1
1076,173,23,Male,Pune,Education,2023-12-25,2024-01-12,6,59367,4.36,28,3.12,36,1
1077,197,33,Other,Chennai,Business,2023-12-25,2024-01-05,0,95233,3.89,11,4.39,97,1
1078,149,42,Female,Pune,Art,2023-12-26,2024-02-14,5,26680,2.94,43,1.04,14,0
1079,122,44,Female,Kolkata,Sports,2023-12-26,2024-01-17,10,37114,4.3,15,3.47,16,1
1080,140,39,Female,Mumbai,Tech,2023-12-26,2024-01-14,8,86968,4.28,34,2.64,33,1
1081,101,21,Male,Mumbai,Business,2023-12-27,2024-01-03,3,65456,3.79,10,1.77,0,0
1082,130,24,Other,Mumbai,Sports,2023-12-27,2024-01-29,9,33626,3.06,17,4.92,88,1
1083,189,24,Other,Mumbai,Tech,2023-12-27,2024-01-27,2,21940,2.83,9,2.62,34,0
1084,110,22,Male,Delhi,Tech,2023-12-28,2024-02-15,2,52849,4.89,28,2.34,10,0
1085,189,22,Male,Bangalore,Art,2023-12-28,2024-02-11,1,67593,4.14,2,1.68,62,1
1086,156,26,Other,Mumbai,Art,2023-12-28,2024-02-09,10,87221,4.52,5,4.99,96,1
1087,132,33,Male,Chennai,Sports,2023-12-29,2024-01-30,7,90703,4.24,26,4.42,100,1
1088,147,29,Female,Mumbai,Business,2023-12-29,2024-02-18,5,56622,4.57,28,1.28,10,0
1089,188,29,Female,Delhi,Business,2023-12-29,2024-02-26,7,53798,2.91,17,3.26,80,1
